Date,Symbol,Open,Close,Low,High,Volume
2007-09-24,AMZN,4.565000057220459,4.629499912261963,4.540500164031982,4.6875,106436000
2007-09-25,AMZN,4.5995001792907715,4.673999786376953,4.547500133514404,4.675000190734863,116006000
2007-09-26,AMZN,4.702000141143799,4.671500205993652,4.614500045776367,4.7129998207092285,115406000
2007-09-27,AMZN,4.703499794006348,4.669000148773193,4.6554999351501465,4.70550012588501,56254000
2007-09-28,AMZN,4.638500213623047,4.65749979019165,4.585000038146973,4.679999828338623,96274000
2007-10-01,AMZN,4.671000003814697,4.670499801635742,4.641499996185303,4.704999923706055,107948000
2007-10-02,AMZN,4.692999839782715,4.618000030517578,4.570000171661377,4.695000171661377,97344000
2007-10-03,AMZN,4.609499931335449,4.623000144958496,4.589000225067139,4.639999866485596,101044000
2007-10-04,AMZN,4.627500057220459,4.61299991607666,4.572500228881836,4.628499984741211,66366000
2007-10-05,AMZN,4.677499771118164,4.671500205993652,4.617000102996826,4.685500144958496,110470000
2007-10-08,AMZN,4.710999965667725,4.792500019073486,4.699999809265137,4.792500019073486,148568000
2007-10-09,AMZN,4.829500198364258,4.765999794006348,4.737500190734863,4.83650016784668,142892000
2007-10-10,AMZN,4.775000095367432,4.732999801635742,4.718500137329102,4.787499904632568,111356000
2007-10-11,AMZN,4.766499996185303,4.4670000076293945,4.406499862670898,4.7870001792907715,196448000
2007-10-12,AMZN,4.4710001945495605,4.618500232696533,4.446000099182129,4.619500160217285,167198000
2007-10-15,AMZN,4.590000152587891,4.526500225067139,4.505000114440918,4.605999946594238,112176000
2007-10-16,AMZN,4.434500217437744,4.476500034332275,4.425000190734863,4.502500057220459,170230000
2007-10-17,AMZN,4.59499979019165,4.527500152587891,4.453000068664551,4.59499979019165,153574000
2007-10-18,AMZN,4.468500137329102,4.492499828338623,4.457499980926514,4.521500110626221,106590000
2007-10-19,AMZN,4.496500015258789,4.48799991607666,4.466000080108643,4.53249979019165,182524000
2007-10-22,AMZN,4.462500095367432,4.564499855041504,4.451000213623047,4.584499835968018,197368000
2007-10-23,AMZN,4.763999938964844,5.040999889373779,4.7104997634887695,5.054500102996826,835236000
2007-10-24,AMZN,4.543499946594238,4.436500072479248,4.16349983215332,4.544000148773193,832348000
2007-10-25,AMZN,4.411499977111816,4.4105000495910645,4.315999984741211,4.474999904632568,232618000
2007-10-26,AMZN,4.449999809265137,4.5,4.385000228881836,4.544000148773193,176524000
2007-10-29,AMZN,4.520500183105469,4.505000114440918,4.473999977111816,4.573500156402588,141944000
2007-10-30,AMZN,4.483500003814697,4.4120001792907715,4.402500152587891,4.53249979019165,108108000
2007-10-31,AMZN,4.402500152587891,4.457499980926514,4.349999904632568,4.480000019073486,140896000
2007-11-01,AMZN,4.387499809265137,4.382500171661377,4.324999809265137,4.479000091552734,165314000
2007-11-02,AMZN,4.398499965667725,4.298999786376953,4.175000190734863,4.406000137329102,204610000
2007-11-05,AMZN,4.21750020980835,4.218500137329102,4.138000011444092,4.301000118255615,149062000
2007-11-06,AMZN,4.230500221252441,4.363500118255615,4.218500137329102,4.375,158680000
2007-11-07,AMZN,4.320499897003174,4.3520002365112305,4.308000087738037,4.458000183105469,167956000
2007-11-08,AMZN,4.340000152587891,4.178999900817871,4.070000171661377,4.3480000495910645,236064000
2007-11-09,AMZN,4.120999813079834,3.944499969482422,3.941999912261963,4.120999813079834,232404000
2007-11-12,AMZN,3.9130001068115234,3.8499999046325684,3.825000047683716,4.004499912261963,187938000
2007-11-13,AMZN,3.8954999446868896,3.993000030517578,3.890000104904175,4.002500057220459,189926000
2007-11-14,AMZN,4.019999980926514,3.92549991607666,3.9075000286102295,4.057499885559082,168548000
2007-11-15,AMZN,3.9714999198913574,3.8924999237060547,3.8350000381469727,3.9865000247955322,156630000
2007-11-16,AMZN,3.8505001068115234,3.930000066757202,3.8315000534057617,3.94950008392334,142282000
2007-11-19,AMZN,3.941499948501587,3.9590001106262207,3.8970000743865967,3.987499952316284,172996000
2007-11-20,AMZN,3.993000030517578,4.019499778747559,3.9154999256134033,4.099999904632568,232200000
2007-11-21,AMZN,3.9619998931884766,3.98799991607666,3.932499885559082,4.043000221252441,133566000
2007-11-23,AMZN,4.005499839782715,4.071499824523926,3.9489998817443848,4.072500228881836,55618000
2007-11-26,AMZN,4.114999771118164,4.065000057220459,4.057000160217285,4.2245001792907715,172210000
2007-11-27,AMZN,4.145999908447266,4.2795000076293945,4.110499858856201,4.28249979019165,172684000
2007-11-28,AMZN,4.377500057220459,4.514999866485596,4.337500095367432,4.528500080108643,228068000
2007-11-29,AMZN,4.494500160217285,4.457499980926514,4.434000015258789,4.573500156402588,139542000
2007-11-30,AMZN,4.5279998779296875,4.5279998779296875,4.415500164031982,4.553999900817871,137632000
2007-12-03,AMZN,4.501500129699707,4.545499801635742,4.488500118255615,4.612500190734863,120010000
2007-12-04,AMZN,4.501999855041504,4.7204999923706055,4.501999855041504,4.728000164031982,146758000
2007-12-05,AMZN,4.749499797821045,4.6595001220703125,4.598999977111816,4.749499797821045,132172000
2007-12-06,AMZN,4.664000034332275,4.7104997634887695,4.641499996185303,4.75,109454000
2007-12-07,AMZN,4.728000164031982,4.7154998779296875,4.645500183105469,4.734000205993652,78696000
2007-12-10,AMZN,4.7154998779296875,4.651000022888184,4.614999771118164,4.71750020980835,103612000
2007-12-11,AMZN,4.65500020980835,4.537499904632568,4.537499904632568,4.796999931335449,205392000
2007-12-12,AMZN,4.642000198364258,4.564000129699707,4.466000080108643,4.6875,144562000
2007-12-13,AMZN,4.552499771118164,4.619999885559082,4.531499862670898,4.650000095367432,120926000
2007-12-14,AMZN,4.53849983215332,4.453999996185303,4.446499824523926,4.561999797821045,120046000
2007-12-17,AMZN,4.450500011444092,4.254499912261963,4.249499797821045,4.453000068664551,153954000
2007-12-18,AMZN,4.291500091552734,4.3445000648498535,4.192999839782715,4.373000144958496,145322000
2007-12-19,AMZN,4.3470001220703125,4.468999862670898,4.3414998054504395,4.497499942779541,152324000
2007-12-20,AMZN,4.506999969482422,4.5289998054504395,4.454500198364258,4.537499904632568,117596000
2007-12-21,AMZN,4.573500156402588,4.563000202178955,4.519499778747559,4.613999843597412,132098000
2007-12-24,AMZN,4.552499771118164,4.55049991607666,4.514999866485596,4.578000068664551,40342000
2007-12-26,AMZN,4.573999881744385,4.642499923706055,4.525000095367432,4.697000026702881,108844000
2007-12-27,AMZN,4.633500099182129,4.712500095367432,4.625,4.764500141143799,142274000
2007-12-28,AMZN,4.763500213623047,4.722499847412109,4.605000019073486,4.795000076293945,151758000
2007-12-31,AMZN,4.690499782562256,4.631999969482422,4.622499942779541,4.718500137329102,115104000
2008-01-02,AMZN,4.767499923706055,4.8125,4.735000133514404,4.871500015258789,277174000
2008-01-03,AMZN,4.802999973297119,4.760499954223633,4.72599983215332,4.862500190734863,182450000
2008-01-04,AMZN,4.663000106811523,4.439499855041504,4.425000190734863,4.670000076293945,205400000
2008-01-07,AMZN,4.431000232696533,4.440999984741211,4.273499965667725,4.528500080108643,199632000
2008-01-08,AMZN,4.377500057220459,4.394000053405762,4.346499919891357,4.5914998054504395,245666000
2008-01-09,AMZN,4.377999782562256,4.261000156402588,4.01200008392334,4.389999866485596,328218000
2008-01-10,AMZN,4.198999881744385,4.2129998207092285,4.148499965667725,4.298500061035156,232198000
2008-01-11,AMZN,4.201499938964844,4.053999900817871,4.014500141143799,4.201499938964844,212486000
2008-01-14,AMZN,4.109000205993652,4.143499851226807,3.94350004196167,4.165999889373779,181122000
2008-01-15,AMZN,4.024499893188477,4.01200008392334,3.92549991607666,4.05049991607666,193118000
2008-01-16,AMZN,3.9790000915527344,4.017499923706055,3.921999931335449,4.118000030517578,248140000
2008-01-17,AMZN,4.007999897003174,4.00600004196167,3.9769999980926514,4.112500190734863,198018000
2008-01-18,AMZN,3.996500015258789,3.98799991607666,3.9019999504089355,4.115499973297119,267286000
2008-01-22,AMZN,3.678999900817871,3.9240000247955322,3.6110000610351562,3.9860000610351562,256444000
2008-01-23,AMZN,3.7799999713897705,3.698499917984009,3.497499942779541,3.8399999141693115,408114000
2008-01-24,AMZN,3.7265000343322754,3.883500099182129,3.7095000743865967,3.8940000534057617,197732000
2008-01-25,AMZN,3.934499979019165,3.880000114440918,3.816499948501587,4.071499824523926,200552000
2008-01-28,AMZN,3.8454999923706055,3.7909998893737793,3.7170000076293945,3.869999885559082,170106000
2008-01-29,AMZN,3.7885000705718994,3.697499990463257,3.6029999256134033,3.7950000762939453,199160000
2008-01-30,AMZN,3.677000045776367,3.7105000019073486,3.6624999046325684,3.871000051498413,505974000
2008-01-31,AMZN,3.445499897003174,3.884999990463257,3.441999912261963,3.94350004196167,857718000
2008-02-01,AMZN,3.9509999752044678,3.7314999103546143,3.6684999465942383,3.9700000286102295,327220000
2008-02-04,AMZN,3.7249999046325684,3.697499990463257,3.694999933242798,3.8329999446868896,183104000
2008-02-05,AMZN,3.640000104904175,3.6045000553131104,3.5999999046325684,3.7105000019073486,192678000
2008-02-06,AMZN,3.615000009536743,3.424499988555908,3.4084999561309814,3.621500015258789,247990000
2008-02-07,AMZN,3.368499994277954,3.5455000400543213,3.3610000610351562,3.635499954223633,290034000
2008-02-08,AMZN,3.6700000762939453,3.674999952316284,3.625999927520752,3.7300000190734863,234008000
2008-02-11,AMZN,3.6570000648498535,3.759500026702881,3.6384999752044678,3.7980000972747803,155274000
2008-02-12,AMZN,3.7715001106262207,3.7225000858306885,3.689500093460083,3.8524999618530273,188980000
2008-02-13,AMZN,3.749500036239624,3.8864998817443848,3.6635000705718994,3.942500114440918,221406000
2008-02-14,AMZN,3.8864998817443848,3.7899999618530273,3.759000062942505,3.8940000534057617,149944000
2008-02-15,AMZN,3.75,3.6480000019073486,3.5969998836517334,3.759500026702881,222402000
2008-02-19,AMZN,3.677000045776367,3.6040000915527344,3.577500104904175,3.700000047683716,142184000
2008-02-20,AMZN,3.5950000286102295,3.681999921798706,3.555000066757202,3.694000005722046,129014000
2008-02-21,AMZN,3.697000026702881,3.494999885559082,3.4684998989105225,3.7105000019073486,263016000
2008-02-22,AMZN,3.5269999504089355,3.6040000915527344,3.493000030517578,3.6105000972747803,246854000
2008-02-25,AMZN,3.617500066757202,3.6635000705718994,3.570499897003174,3.674999952316284,157164000
2008-02-26,AMZN,3.5954999923706055,3.5845000743865967,3.5139999389648438,3.674999952316284,197826000
2008-02-27,AMZN,3.5339999198913574,3.5434999465942383,3.4784998893737793,3.5739998817443848,178610000
2008-02-28,AMZN,3.515000104904175,3.3924999237060547,3.3554999828338623,3.5299999713897705,263356000
2008-02-29,AMZN,3.3505001068115234,3.2235000133514404,3.198499917984009,3.375,233292000
2008-03-03,AMZN,3.179500102996826,3.121500015258789,3.059999942779541,3.2244999408721924,274422000
2008-03-04,AMZN,3.0834999084472656,3.2669999599456787,3.061500072479248,3.3299999237060547,334072000
2008-03-05,AMZN,3.2829999923706055,3.249500036239624,3.190999984741211,3.316999912261963,222528000
2008-03-06,AMZN,3.237499952316284,3.13700008392334,3.125,3.2730000019073486,166866000
2008-03-07,AMZN,3.109999895095825,3.2044999599456787,3.1005001068115234,3.243499994277954,208762000
2008-03-10,AMZN,3.194999933242798,3.1735000610351562,3.1454999446868896,3.257499933242798,186420000
2008-03-11,AMZN,3.297499895095825,3.3575000762939453,3.185499906539917,3.3585000038146973,194858000
2008-03-12,AMZN,3.3385000228881836,3.325500011444092,3.2820000648498535,3.4114999771118164,154976000
2008-03-13,AMZN,3.255500078201294,3.4159998893737793,3.2184998989105225,3.4774999618530273,214150000
2008-03-14,AMZN,3.430500030517578,3.4110000133514404,3.302999973297119,3.5339999198913574,248414000
2008-03-17,AMZN,3.2860000133514404,3.3264999389648438,3.246000051498413,3.3894999027252197,194182000
2008-03-18,AMZN,3.4124999046325684,3.5850000381469727,3.379499912261963,3.5964999198913574,191014000
2008-03-19,AMZN,3.555000066757202,3.508500099182129,3.508500099182129,3.700000047683716,220838000
2008-03-20,AMZN,3.508500099182129,3.6594998836517334,3.4690001010894775,3.674499988555908,228214000
2008-03-24,AMZN,3.690999984741211,3.797499895095825,3.637500047683716,3.8464999198913574,187908000
2008-03-25,AMZN,3.7915000915527344,3.758500099182129,3.702500104904175,3.814500093460083,126550000
2008-03-26,AMZN,3.7070000171661377,3.690000057220459,3.6619999408721924,3.75600004196167,125702000
2008-03-27,AMZN,3.7184998989105225,3.5399999618530273,3.5399999618530273,3.734499931335449,158848000
2008-03-28,AMZN,3.549999952316284,3.48799991607666,3.4630000591278076,3.6105000972747803,105582000
2008-03-31,AMZN,3.512500047683716,3.565000057220459,3.4814999103546143,3.5820000171661377,109406000
2008-04-01,AMZN,3.6494998931884766,3.8350000381469727,3.638000011444092,3.8545000553131104,194680000
2008-04-02,AMZN,3.8540000915527344,3.868499994277954,3.805999994277954,3.950000047683716,171848000
2008-04-03,AMZN,3.757499933242798,3.746999979019165,3.690500020980835,3.80049991607666,162998000
2008-04-04,AMZN,3.763000011444092,3.8434998989105225,3.7139999866485596,3.8914999961853027,143056000
2008-04-07,AMZN,3.868000030517578,3.8450000286102295,3.799999952316284,3.9214999675750732,133448000
2008-04-08,AMZN,3.819999933242798,3.865000009536743,3.7750000953674316,3.880500078201294,99320000
2008-04-09,AMZN,3.828000068664551,3.7195000648498535,3.683000087738037,3.8334999084472656,133206000
2008-04-10,AMZN,3.7239999771118164,3.741499900817871,3.6364998817443848,3.7744998931884766,125110000
2008-04-11,AMZN,3.691999912261963,3.5994999408721924,3.5810000896453857,3.7149999141693115,135712000
2008-04-14,AMZN,3.5850000381469727,3.630500078201294,3.564500093460083,3.700000047683716,87090000
2008-04-15,AMZN,3.6484999656677246,3.625,3.5325000286102295,3.6989998817443848,136262000
2008-04-16,AMZN,3.6510000228881836,3.7295000553131104,3.6470000743865967,3.75,134936000
2008-04-17,AMZN,3.7090001106262207,3.7019999027252197,3.680500030517578,3.750999927520752,124400000
2008-04-18,AMZN,3.8239998817443848,4.005000114440918,3.815999984741211,4.099999904632568,335826000
2008-04-21,AMZN,4.001500129699707,4.008999824523926,3.953000068664551,4.066999912261963,186708000
2008-04-22,AMZN,3.996999979019165,3.9800000190734863,3.877000093460083,3.996999979019165,144900000
2008-04-23,AMZN,4.014999866485596,4.050000190734863,3.937000036239624,4.131999969482422,385008000
2008-04-24,AMZN,3.885499954223633,3.884500026702881,3.8464999198913574,4.026500225067139,421470000
2008-04-25,AMZN,3.890500068664551,4.043000221252441,3.86299991607666,4.065999984741211,189130000
2008-04-28,AMZN,4.0320000648498535,4.098499774932861,4.00600004196167,4.125,219838000
2008-04-29,AMZN,4.071000099182129,4.0370001792907715,3.993000030517578,4.088500022888184,134528000
2008-04-30,AMZN,4.045000076293945,3.93149995803833,3.8959999084472656,4.066999912261963,157514000
2008-05-01,AMZN,3.9200000762939453,3.9679999351501465,3.8984999656677246,4.000500202178955,143940000
2008-05-02,AMZN,4.014999866485596,3.865499973297119,3.819999933242798,4.059999942779541,163098000
2008-05-05,AMZN,3.8635001182556152,3.7960000038146973,3.7934999465942383,3.8884999752044678,112948000
2008-05-06,AMZN,3.7755000591278076,3.7855000495910645,3.752500057220459,3.8385000228881836,130914000
2008-05-07,AMZN,3.763000011444092,3.6589999198913574,3.6545000076293945,3.8320000171661377,167532000
2008-05-08,AMZN,3.686500072479248,3.6394999027252197,3.578000068664551,3.7079999446868896,162626000
2008-05-09,AMZN,3.609999895095825,3.620500087738037,3.5829999446868896,3.6670000553131104,84870000
2008-05-12,AMZN,3.6500000953674316,3.7265000343322754,3.5889999866485596,3.746500015258789,144308000
2008-05-13,AMZN,3.7284998893737793,3.7279999256134033,3.6654999256134033,3.747999906539917,100416000
2008-05-14,AMZN,3.746000051498413,3.7100000381469727,3.6989998817443848,3.7874999046325684,91784000
2008-05-15,AMZN,3.694499969482422,3.805999994277954,3.677500009536743,3.815999984741211,138354000
2008-05-16,AMZN,3.821000099182129,3.822999954223633,3.743000030517578,3.8415000438690186,124134000
2008-05-19,AMZN,3.950500011444092,4.114500045776367,3.943000078201294,4.237500190734863,373696000
2008-05-20,AMZN,4.108500003814697,4.035999774932861,4.001500129699707,4.135000228881836,158244000
2008-05-21,AMZN,4.018499851226807,3.9149999618530273,3.875,4.057499885559082,141410000
2008-05-22,AMZN,3.934000015258789,3.9630000591278076,3.9000000953674316,3.984499931335449,107812000
2008-05-23,AMZN,3.927500009536743,3.9175000190734863,3.871500015258789,3.94350004196167,126638000
2008-05-27,AMZN,3.9130001068115234,4.031000137329102,3.8984999656677246,4.045000076293945,202164000
2008-05-28,AMZN,4.036499977111816,4.004000186920166,3.94950008392334,4.0395002365112305,134012000
2008-05-29,AMZN,4.0304999351501465,4.017499923706055,4.008500099182129,4.0980000495910645,137152000
2008-05-30,AMZN,4.0289998054504395,4.080999851226807,4.014999866485596,4.088500022888184,105412000
2008-06-02,AMZN,4.057499885559082,4.011499881744385,4.002500057220459,4.078499794006348,124304000
2008-06-03,AMZN,4.0355000495910645,4.005499839782715,3.9630000591278076,4.0945000648498535,117400000
2008-06-04,AMZN,4.005499839782715,4.074999809265137,3.9860000610351562,4.091000080108643,129166000
2008-06-05,AMZN,4.105500221252441,4.225500106811523,4.090000152587891,4.24399995803833,178774000
2008-06-06,AMZN,4.1620001792907715,4.031499862670898,4.0279998779296875,4.182000160217285,156874000
